,song_names,song_ids,duration,song_urls,artists,added_at,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
573,i don't wanna know,41GNtUM0nuTeL9qxMD9ifk,200000,https://open.spotify.com/track/41GNtUM0nuTeL9qxMD9ifk,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/670UISOh9XV1zlq5z5IfoY'}, 'href': 'https://api.spotify.com/v1/artists/670UISOh9XV1zlq5z5IfoY', 'id': '670UISOh9XV1zlq5z5IfoY', 'name': 'GOLDHOUSE', 'type': 'artist', 'uri': 'spotify:artist:670UISOh9XV1zlq5z5IfoY'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3sKeaby6GMSJWgYueZaSjE'}, 'href': 'https://api.spotify.com/v1/artists/3sKeaby6GMSJWgYueZaSjE', 'id': '3sKeaby6GMSJWgYueZaSjE', 'name': 'Mokita', 'type': 'artist', 'uri': 'spotify:artist:3sKeaby6GMSJWgYueZaSjE'}]",2022-03-12T21:48:43Z,0.554,0.738,10,-5.888,0.0454,0.203,0.0,0.0781,0.231,119.957
574,Saturday Night,6PSICCLTPcuBLK3ZC8BN4G,203000,https://open.spotify.com/track/6PSICCLTPcuBLK3ZC8BN4G,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6d0ZjIp5L7Ygy2l02HskRX'}, 'href': 'https://api.spotify.com/v1/artists/6d0ZjIp5L7Ygy2l02HskRX', 'id': '6d0ZjIp5L7Ygy2l02HskRX', 'name': 'Dylan Matthew', 'type': 'artist', 'uri': 'spotify:artist:6d0ZjIp5L7Ygy2l02HskRX'}]",2022-03-12T20:37:17Z,0.646,0.494,8,-7.511,0.0298,0.0264,0.0,0.136,0.224,120.006
575,Reforget (feat. Violet Days),6pQ5OouO6NwU7gjM8kTJvt,208917,https://open.spotify.com/track/6pQ5OouO6NwU7gjM8kTJvt,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1LOB7jTeEV14pHai6EXSzF'}, 'href': 'https://api.spotify.com/v1/artists/1LOB7jTeEV14pHai6EXSzF', 'id': '1LOB7jTeEV14pHai6EXSzF', 'name': 'Cash Cash', 'type': 'artist', 'uri': 'spotify:artist:1LOB7jTeEV14pHai6EXSzF'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4uNv6RD2YXwoaKgHfJZkkL'}, 'href': 'https://api.spotify.com/v1/artists/4uNv6RD2YXwoaKgHfJZkkL', 'id': '4uNv6RD2YXwoaKgHfJZkkL', 'name': 'Violet Days', 'type': 'artist', 'uri': 'spotify:artist:4uNv6RD2YXwoaKgHfJZkkL'}]",2022-03-07T19:53:14Z,0.698,0.837,8,-2.103,0.047,0.0942,1.3e-06,0.123,0.461,96.963
576,Remedy,5VabjbPUT1YEZZxhyT5K8A,220145,https://open.spotify.com/track/5VabjbPUT1YEZZxhyT5K8A,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7d5SfGXKpgS3JK8BFIq59h'}, 'href': 'https://api.spotify.com/v1/artists/7d5SfGXKpgS3JK8BFIq59h', 'id': '7d5SfGXKpgS3JK8BFIq59h', 'name': 'William Black', 'type': 'artist', 'uri': 'spotify:artist:7d5SfGXKpgS3JK8BFIq59h'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4wSUq2vI7L0BzOQ9pTgozP'}, 'href': 'https://api.spotify.com/v1/artists/4wSUq2vI7L0BzOQ9pTgozP', 'id': '4wSUq2vI7L0BzOQ9pTgozP', 'name': 'Annie Schindel', 'type': 'artist', 'uri': 'spotify:artist:4wSUq2vI7L0BzOQ9pTgozP'}]",2022-03-07T19:53:11Z,0.441,0.823,11,-3.55,0.0836,0.118,0.000116,0.143,0.347,156.77
577,Safe With Me (with Audrey Mika),6Skh3CBum0pZw9TOr7FQnX,205164,https://open.spotify.com/track/6Skh3CBum0pZw9TOr7FQnX,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2ZRQcIgzPCVaT9XKhXZIzh'}, 'href': 'https://api.spotify.com/v1/artists/2ZRQcIgzPCVaT9XKhXZIzh', 'id': '2ZRQcIgzPCVaT9XKhXZIzh', 'name': 'Gryffin', 'type': 'artist', 'uri': 'spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3JDG63cSaK3xgDnB2H55Xp'}, 'href': 'https://api.spotify.com/v1/artists/3JDG63cSaK3xgDnB2H55Xp', 'id': '3JDG63cSaK3xgDnB2H55Xp', 'name': 'Audrey Mika', 'type': 'artist', 'uri': 'spotify:artist:3JDG63cSaK3xgDnB2H55Xp'}]",2022-03-07T19:53:08Z,0.497,0.757,11,-4.189,0.127,0.0449,0.0,0.119,0.507,169.902
578,Deep End,4wyE8F8FLLdgbnagYidBMn,208421,https://open.spotify.com/track/4wyE8F8FLLdgbnagYidBMn,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7d5SfGXKpgS3JK8BFIq59h'}, 'href': 'https://api.spotify.com/v1/artists/7d5SfGXKpgS3JK8BFIq59h', 'id': '7d5SfGXKpgS3JK8BFIq59h', 'name': 'William Black', 'type': 'artist', 'uri': 'spotify:artist:7d5SfGXKpgS3JK8BFIq59h'}]",2022-03-07T19:52:49Z,0.63,0.706,5,-5.989,0.0289,0.0991,0.0,0.119,0.215,114.028
579,Payback (feat. Icona Pop),7KoFHvEScguiEnD06xYtSt,203411,https://open.spotify.com/track/7KoFHvEScguiEnD06xYtSt,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7DMveApC7UnC2NPfPvlHSU'}, 'href': 'https://api.spotify.com/v1/artists/7DMveApC7UnC2NPfPvlHSU', 'id': '7DMveApC7UnC2NPfPvlHSU', 'name': 'Cheat Codes', 'type': 'artist', 'uri': 'spotify:artist:7DMveApC7UnC2NPfPvlHSU'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1VBflYyxBhnDc9uVib98rw'}, 'href': 'https://api.spotify.com/v1/artists/1VBflYyxBhnDc9uVib98rw', 'id': '1VBflYyxBhnDc9uVib98rw', 'name': 'Icona Pop', 'type': 'artist', 'uri': 'spotify:artist:1VBflYyxBhnDc9uVib98rw'}]",2022-03-07T19:52:11Z,0.672,0.8,7,-4.919,0.0372,0.113,0.000302,0.132,0.8,118.013
580,2 Gone,0aX2TCQRU3FHUMrOagZi2k,190252,https://open.spotify.com/track/0aX2TCQRU3FHUMrOagZi2k,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0pt7PX4Hftlg8mV1ySU84Q'}, 'href': 'https://api.spotify.com/v1/artists/0pt7PX4Hftlg8mV1ySU84Q', 'id': '0pt7PX4Hftlg8mV1ySU84Q', 'name': 'CVBZ', 'type': 'artist', 'uri': 'spotify:artist:0pt7PX4Hftlg8mV1ySU84Q'}]",2022-03-01T00:48:32Z,0.699,0.873,1,-3.096,0.239,0.141,0.0,0.272,0.658,99.938
581,West Coast,0sBJA2OCEECMs0HsdIQhvR,192947,https://open.spotify.com/track/0sBJA2OCEECMs0HsdIQhvR,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5Pwc4xIPtQLFEnJriah9YJ'}, 'href': 'https://api.spotify.com/v1/artists/5Pwc4xIPtQLFEnJriah9YJ', 'id': '5Pwc4xIPtQLFEnJriah9YJ', 'name': 'OneRepublic', 'type': 'artist', 'uri': 'spotify:artist:5Pwc4xIPtQLFEnJriah9YJ'}]",2022-02-27T18:18:59Z,0.685,0.699,6,-7.803,0.0349,0.317,0.0,0.0895,0.884,134.057
582,Earthquake (feat. jxdn),4QD5tfexKVwATpESYSc7qM,177637,https://open.spotify.com/track/4QD5tfexKVwATpESYSc7qM,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7502fDxg339jvGV08Jd4R0'}, 'href': 'https://api.spotify.com/v1/artists/7502fDxg339jvGV08Jd4R0', 'id': '7502fDxg339jvGV08Jd4R0', 'name': 'Jasiah', 'type': 'artist', 'uri': 'spotify:artist:7502fDxg339jvGV08Jd4R0'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6Y64EaNqpqcZYTgs4c76gF'}, 'href': 'https://api.spotify.com/v1/artists/6Y64EaNqpqcZYTgs4c76gF', 'id': '6Y64EaNqpqcZYTgs4c76gF', 'name': 'jxdn', 'type': 'artist', 'uri': 'spotify:artist:6Y64EaNqpqcZYTgs4c76gF'}]",2022-02-27T18:13:01Z,0.5,0.879,1,-4.734,0.0791,0.0557,0.0,0.104,0.642,165.01
583,Cold Heart,4dPvsvGdLgN1akSh7j7Rlz,151347,https://open.spotify.com/track/4dPvsvGdLgN1akSh7j7Rlz,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2rWCIhENZyPVDAeFC0ESWN'}, 'href': 'https://api.spotify.com/v1/artists/2rWCIhENZyPVDAeFC0ESWN', 'id': '2rWCIhENZyPVDAeFC0ESWN', 'name': 'Josh A', 'type': 'artist', 'uri': 'spotify:artist:2rWCIhENZyPVDAeFC0ESWN'}]",2022-02-27T18:09:59Z,0.779,0.554,2,-8.247,0.0667,0.0608,0.0,0.0942,0.299,90.016
584,Little Do You Know,5oByBWOcsIYOxitDER7JRn,167428,https://open.spotify.com/track/5oByBWOcsIYOxitDER7JRn,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2Wzb0u138rgoZQTK3ytknT'}, 'href': 'https://api.spotify.com/v1/artists/2Wzb0u138rgoZQTK3ytknT', 'id': '2Wzb0u138rgoZQTK3ytknT', 'name': 'BEAUZ', 'type': 'artist', 'uri': 'spotify:artist:2Wzb0u138rgoZQTK3ytknT'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/17f6GZLFTD3ImVTQGyA9gX'}, 'href': 'https://api.spotify.com/v1/artists/17f6GZLFTD3ImVTQGyA9gX', 'id': '17f6GZLFTD3ImVTQGyA9gX', 'name': 'Jessie Villa', 'type': 'artist', 'uri': 'spotify:artist:17f6GZLFTD3ImVTQGyA9gX'}]",2022-02-22T19:38:12Z,0.573,0.694,1,-4.456,0.042,0.13,0.0,0.0917,0.445,105.085
585,No Chill (feat. Lil Xxel),5oh6lXsQ3mhw5PvcsJqvXg,167222,https://open.spotify.com/track/5oh6lXsQ3mhw5PvcsJqvXg,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7DMveApC7UnC2NPfPvlHSU'}, 'href': 'https://api.spotify.com/v1/artists/7DMveApC7UnC2NPfPvlHSU', 'id': '7DMveApC7UnC2NPfPvlHSU', 'name': 'Cheat Codes', 'type': 'artist', 'uri': 'spotify:artist:7DMveApC7UnC2NPfPvlHSU'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7iDeMFJKjI1ak40N3hoYOZ'}, 'href': 'https://api.spotify.com/v1/artists/7iDeMFJKjI1ak40N3hoYOZ', 'id': '7iDeMFJKjI1ak40N3hoYOZ', 'name': 'Lil Xxel', 'type': 'artist', 'uri': 'spotify:artist:7iDeMFJKjI1ak40N3hoYOZ'}]",2022-02-21T23:25:05Z,0.712,0.748,7,-4.866,0.0283,0.0143,0.0,0.203,0.845,122.22
586,Half a Heart,0rG1ulqGhjappQGrIihpEs,152727,https://open.spotify.com/track/0rG1ulqGhjappQGrIihpEs,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2Wzb0u138rgoZQTK3ytknT'}, 'href': 'https://api.spotify.com/v1/artists/2Wzb0u138rgoZQTK3ytknT', 'id': '2Wzb0u138rgoZQTK3ytknT', 'name': 'BEAUZ', 'type': 'artist', 'uri': 'spotify:artist:2Wzb0u138rgoZQTK3ytknT'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/53b5NwFZLCZySuNmbRvR0l'}, 'href': 'https://api.spotify.com/v1/artists/53b5NwFZLCZySuNmbRvR0l', 'id': '53b5NwFZLCZySuNmbRvR0l', 'name': 'Ghost', 'type': 'artist', 'uri': 'spotify:artist:53b5NwFZLCZySuNmbRvR0l'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/173GfQx5bEtd47VPltulZ0'}, 'href': 'https://api.spotify.com/v1/artists/173GfQx5bEtd47VPltulZ0', 'id': '173GfQx5bEtd47VPltulZ0', 'name': 'AmanderSings', 'type': 'artist', 'uri': 'spotify:artist:173GfQx5bEtd47VPltulZ0'}]",2022-02-21T18:24:48Z,0.689,0.887,10,-4.19,0.083,0.32,0.0,0.0802,0.463,132.087
587,notgonnalie,36ibjANovvUo60xwamxLt7,170156,https://open.spotify.com/track/36ibjANovvUo60xwamxLt7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1aqEk77J220IxgnGsgEz9T'}, 'href': 'https://api.spotify.com/v1/artists/1aqEk77J220IxgnGsgEz9T', 'id': '1aqEk77J220IxgnGsgEz9T', 'name': 'Shye', 'type': 'artist', 'uri': 'spotify:artist:1aqEk77J220IxgnGsgEz9T'}]",2022-02-20T23:51:17Z,0.609,0.5,0,-13.246,0.0874,0.00798,2.4e-05,0.105,0.703,128.127
588,Waiting,78v8ad1iLTlfLbam4qvzNu,205714,https://open.spotify.com/track/78v8ad1iLTlfLbam4qvzNu,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0daugAjUgbJSqdlyYNwIbT'}, 'href': 'https://api.spotify.com/v1/artists/0daugAjUgbJSqdlyYNwIbT', 'id': '0daugAjUgbJSqdlyYNwIbT', 'name': 'Vicetone', 'type': 'artist', 'uri': 'spotify:artist:0daugAjUgbJSqdlyYNwIbT'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2tUq6RAxkUzZPf2WWLXMa4'}, 'href': 'https://api.spotify.com/v1/artists/2tUq6RAxkUzZPf2WWLXMa4', 'id': '2tUq6RAxkUzZPf2WWLXMa4', 'name': 'Daisy Guttridge', 'type': 'artist', 'uri': 'spotify:artist:2tUq6RAxkUzZPf2WWLXMa4'}]",2022-02-20T23:42:34Z,0.651,0.7,1,-4.264,0.0318,0.352,0.0,0.061,0.214,104.964
589,No Rest,3dDLEwHUOwLQ3Mdl6aNPt2,209298,https://open.spotify.com/track/3dDLEwHUOwLQ3Mdl6aNPt2,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0daugAjUgbJSqdlyYNwIbT'}, 'href': 'https://api.spotify.com/v1/artists/0daugAjUgbJSqdlyYNwIbT', 'id': '0daugAjUgbJSqdlyYNwIbT', 'name': 'Vicetone', 'type': 'artist', 'uri': 'spotify:artist:0daugAjUgbJSqdlyYNwIbT'}]",2022-02-20T22:56:29Z,0.625,0.76,3,-3.355,0.032,0.293,0.0,0.0603,0.633,122.98
590,Scars (feat. Yung Pinch),5vYFytw8LxagF6WbpK5imG,196728,https://open.spotify.com/track/5vYFytw8LxagF6WbpK5imG,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/76M2Ekj8bG8W7X2nbx2CpF'}, 'href': 'https://api.spotify.com/v1/artists/76M2Ekj8bG8W7X2nbx2CpF', 'id': '76M2Ekj8bG8W7X2nbx2CpF', 'name': 'NGHTMRE', 'type': 'artist', 'uri': 'spotify:artist:76M2Ekj8bG8W7X2nbx2CpF'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/61qMnYXa1GxSBoV3IiYKjZ'}, 'href': 'https://api.spotify.com/v1/artists/61qMnYXa1GxSBoV3IiYKjZ', 'id': '61qMnYXa1GxSBoV3IiYKjZ', 'name': 'Yung Pinch', 'type': 'artist', 'uri': 'spotify:artist:61qMnYXa1GxSBoV3IiYKjZ'}]",2022-02-20T22:24:58Z,0.705,0.809,5,-4.38,0.0772,0.0667,0.0,0.122,0.578,150.076
591,avalanche,1RlmAzI27AlIpvoRN3u6Iy,199512,https://open.spotify.com/track/1RlmAzI27AlIpvoRN3u6Iy,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7naAJDAh7AZnf18YYfQruM'}, 'href': 'https://api.spotify.com/v1/artists/7naAJDAh7AZnf18YYfQruM', 'id': '7naAJDAh7AZnf18YYfQruM', 'name': 'Christian French', 'type': 'artist', 'uri': 'spotify:artist:7naAJDAh7AZnf18YYfQruM'}]",2022-02-20T22:15:35Z,0.636,0.864,11,-3.919,0.0491,0.0314,0.0,0.102,0.892,160.009
592,Long Drives,7mAjxsLZpqcrj47Jjwsqsp,159646,https://open.spotify.com/track/7mAjxsLZpqcrj47Jjwsqsp,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Cd373x8qzC7SNUg5IToqp'}, 'href': 'https://api.spotify.com/v1/artists/1Cd373x8qzC7SNUg5IToqp', 'id': '1Cd373x8qzC7SNUg5IToqp', 'name': 'BoyWithUke', 'type': 'artist', 'uri': 'spotify:artist:1Cd373x8qzC7SNUg5IToqp'}]",2022-01-21T23:49:32Z,0.854,0.675,1,-7.509,0.11,0.676,3.45e-05,0.123,0.982,130.002
593,TONIGHT (feat. iann dior),0zf4S7JGIW0V9tRegfNidB,135572,https://open.spotify.com/track/0zf4S7JGIW0V9tRegfNidB,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Y64EaNqpqcZYTgs4c76gF'}, 'href': 'https://api.spotify.com/v1/artists/6Y64EaNqpqcZYTgs4c76gF', 'id': '6Y64EaNqpqcZYTgs4c76gF', 'name': 'jxdn', 'type': 'artist', 'uri': 'spotify:artist:6Y64EaNqpqcZYTgs4c76gF'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6ASri4ePR7RlsvIQgWPJpS'}, 'href': 'https://api.spotify.com/v1/artists/6ASri4ePR7RlsvIQgWPJpS', 'id': '6ASri4ePR7RlsvIQgWPJpS', 'name': 'iann dior', 'type': 'artist', 'uri': 'spotify:artist:6ASri4ePR7RlsvIQgWPJpS'}]",2022-01-04T17:04:42Z,0.501,0.633,5,-6.56,0.0466,0.00358,0.0,0.351,0.463,165.029
594,WANNA BE (feat. Machine Gun Kelly),058pBOh77XQJNg3YWGr4jN,158021,https://open.spotify.com/track/058pBOh77XQJNg3YWGr4jN,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Y64EaNqpqcZYTgs4c76gF'}, 'href': 'https://api.spotify.com/v1/artists/6Y64EaNqpqcZYTgs4c76gF', 'id': '6Y64EaNqpqcZYTgs4c76gF', 'name': 'jxdn', 'type': 'artist', 'uri': 'spotify:artist:6Y64EaNqpqcZYTgs4c76gF'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6TIYQ3jFPwQSRmorSezPxX'}, 'href': 'https://api.spotify.com/v1/artists/6TIYQ3jFPwQSRmorSezPxX', 'id': '6TIYQ3jFPwQSRmorSezPxX', 'name': 'Machine Gun Kelly', 'type': 'artist', 'uri': 'spotify:artist:6TIYQ3jFPwQSRmorSezPxX'}]",2022-01-04T17:02:55Z,0.424,0.937,7,-4.448,0.156,0.00017,0.0,0.31,0.427,170.058
595,BETTER OFF DEAD,7MPxEoT36YBCDbrk3ng85S,155673,https://open.spotify.com/track/7MPxEoT36YBCDbrk3ng85S,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Y64EaNqpqcZYTgs4c76gF'}, 'href': 'https://api.spotify.com/v1/artists/6Y64EaNqpqcZYTgs4c76gF', 'id': '6Y64EaNqpqcZYTgs4c76gF', 'name': 'jxdn', 'type': 'artist', 'uri': 'spotify:artist:6Y64EaNqpqcZYTgs4c76gF'}]",2022-01-04T16:59:28Z,0.684,0.672,10,-5.762,0.0341,0.151,0.0,0.116,0.381,93.965
596,Uncomfortably High,5yJdwsIcOI3rUhGGzAZzx7,220263,https://open.spotify.com/track/5yJdwsIcOI3rUhGGzAZzx7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7DICBAYiaIMh5MulqwCtET'}, 'href': 'https://api.spotify.com/v1/artists/7DICBAYiaIMh5MulqwCtET', 'id': '7DICBAYiaIMh5MulqwCtET', 'name': 'AK', 'type': 'artist', 'uri': 'spotify:artist:7DICBAYiaIMh5MulqwCtET'}]",2022-01-04T00:17:45Z,0.703,0.386,0,-8.051,0.0745,0.839,0.0,0.19,0.735,142.059
597,Mood Swings,7HegvG09WzUbxyrC4DyxLZ,186290,https://open.spotify.com/track/7HegvG09WzUbxyrC4DyxLZ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2rWCIhENZyPVDAeFC0ESWN'}, 'href': 'https://api.spotify.com/v1/artists/2rWCIhENZyPVDAeFC0ESWN', 'id': '2rWCIhENZyPVDAeFC0ESWN', 'name': 'Josh A', 'type': 'artist', 'uri': 'spotify:artist:2rWCIhENZyPVDAeFC0ESWN'}]",2022-01-03T21:56:55Z,0.605,0.526,0,-8.952,0.071,0.488,0.0,0.101,0.339,83.94
598,So Tired,7GAfItA4XuEZgkgGNrZhui,127463,https://open.spotify.com/track/7GAfItA4XuEZgkgGNrZhui,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2rWCIhENZyPVDAeFC0ESWN'}, 'href': 'https://api.spotify.com/v1/artists/2rWCIhENZyPVDAeFC0ESWN', 'id': '2rWCIhENZyPVDAeFC0ESWN', 'name': 'Josh A', 'type': 'artist', 'uri': 'spotify:artist:2rWCIhENZyPVDAeFC0ESWN'}]",2022-01-03T21:53:28Z,0.558,0.515,5,-7.787,0.0266,0.249,6.1e-06,0.396,0.335,77.461
599,ON THE EDGE,7BVRRFvH8YFGQc2pm8OZMT,123093,https://open.spotify.com/track/7BVRRFvH8YFGQc2pm8OZMT,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2rWCIhENZyPVDAeFC0ESWN'}, 'href': 'https://api.spotify.com/v1/artists/2rWCIhENZyPVDAeFC0ESWN', 'id': '2rWCIhENZyPVDAeFC0ESWN', 'name': 'Josh A', 'type': 'artist', 'uri': 'spotify:artist:2rWCIhENZyPVDAeFC0ESWN'}]",2022-01-03T21:51:39Z,0.736,0.41,1,-10.363,0.121,0.572,0.0,0.261,0.582,90.008
600,Darkness,5C6UoWO8yA33mdkRTv2Pdg,112076,https://open.spotify.com/track/5C6UoWO8yA33mdkRTv2Pdg,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2rWCIhENZyPVDAeFC0ESWN'}, 'href': 'https://api.spotify.com/v1/artists/2rWCIhENZyPVDAeFC0ESWN', 'id': '2rWCIhENZyPVDAeFC0ESWN', 'name': 'Josh A', 'type': 'artist', 'uri': 'spotify:artist:2rWCIhENZyPVDAeFC0ESWN'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1GfHpetDFhvqfm5pceDTrX'}, 'href': 'https://api.spotify.com/v1/artists/1GfHpetDFhvqfm5pceDTrX', 'id': '1GfHpetDFhvqfm5pceDTrX', 'name': 'Lil Revive', 'type': 'artist', 'uri': 'spotify:artist:1GfHpetDFhvqfm5pceDTrX'}]",2022-01-03T21:43:27Z,0.804,0.521,10,-7.753,0.0605,0.534,0.0,0.247,0.648,90.032
601,Used to,773YNtbrxwrlIQ3gcDFkN4,168015,https://open.spotify.com/track/773YNtbrxwrlIQ3gcDFkN4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2rWCIhENZyPVDAeFC0ESWN'}, 'href': 'https://api.spotify.com/v1/artists/2rWCIhENZyPVDAeFC0ESWN', 'id': '2rWCIhENZyPVDAeFC0ESWN', 'name': 'Josh A', 'type': 'artist', 'uri': 'spotify:artist:2rWCIhENZyPVDAeFC0ESWN'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3wzRBFIwuV1yoUJm1GIzRb'}, 'href': 'https://api.spotify.com/v1/artists/3wzRBFIwuV1yoUJm1GIzRb', 'id': '3wzRBFIwuV1yoUJm1GIzRb', 'name': 'Foti', 'type': 'artist', 'uri': 'spotify:artist:3wzRBFIwuV1yoUJm1GIzRb'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-01-03T21:38:15Z,0.75,0.473,3,-7.162,0.18,0.598,0.0,0.27,0.49,79.986
602,Endless Nightmare,2CHuu85IjdomB4wPkDwoZp,151308,https://open.spotify.com/track/2CHuu85IjdomB4wPkDwoZp,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2rWCIhENZyPVDAeFC0ESWN'}, 'href': 'https://api.spotify.com/v1/artists/2rWCIhENZyPVDAeFC0ESWN', 'id': '2rWCIhENZyPVDAeFC0ESWN', 'name': 'Josh A', 'type': 'artist', 'uri': 'spotify:artist:2rWCIhENZyPVDAeFC0ESWN'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-01-03T21:34:25Z,0.728,0.573,6,-8.388,0.0347,0.00716,0.0,0.164,0.315,139.947
603,Pain,39LJCSHy7nB1akjmhMQ7Y7,188041,https://open.spotify.com/track/39LJCSHy7nB1akjmhMQ7Y7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2rWCIhENZyPVDAeFC0ESWN'}, 'href': 'https://api.spotify.com/v1/artists/2rWCIhENZyPVDAeFC0ESWN', 'id': '2rWCIhENZyPVDAeFC0ESWN', 'name': 'Josh A', 'type': 'artist', 'uri': 'spotify:artist:2rWCIhENZyPVDAeFC0ESWN'}]",2022-01-03T21:28:08Z,0.789,0.509,6,-8.629,0.277,0.525,7.55e-06,0.0936,0.61,75.009
604,Stay,1GXuVOHHqIUKgfL9szuGTs,185091,https://open.spotify.com/track/1GXuVOHHqIUKgfL9szuGTs,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-01-03T20:48:06Z,0.728,0.668,2,-8.386,0.143,0.811,0.0,0.117,0.857,82.967
605,Suicidal Thoughts,56TOfxnRzSRbFRw8J6C4IT,181727,https://open.spotify.com/track/56TOfxnRzSRbFRw8J6C4IT,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2rWCIhENZyPVDAeFC0ESWN'}, 'href': 'https://api.spotify.com/v1/artists/2rWCIhENZyPVDAeFC0ESWN', 'id': '2rWCIhENZyPVDAeFC0ESWN', 'name': 'Josh A', 'type': 'artist', 'uri': 'spotify:artist:2rWCIhENZyPVDAeFC0ESWN'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-01-03T20:47:12Z,0.372,0.656,1,-6.086,0.0776,0.217,0.0,0.418,0.15,140.171
606,Rip X,0RzAihLqsEg9Qcm4pfPbG2,159326,https://open.spotify.com/track/0RzAihLqsEg9Qcm4pfPbG2,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26JloX1vHxGGrGUVeMItFJ'}, 'href': 'https://api.spotify.com/v1/artists/26JloX1vHxGGrGUVeMItFJ', 'id': '26JloX1vHxGGrGUVeMItFJ', 'name': 'iamjakehill', 'type': 'artist', 'uri': 'spotify:artist:26JloX1vHxGGrGUVeMItFJ'}]",2022-01-03T20:45:13Z,0.693,0.434,1,-9.366,0.193,0.418,0.0,0.338,0.685,63.033
