,name,song_ids,duration_ms,url,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
38,Outta My Mind,2Jnxa1FAjMERv4tleZCrK0,200595,https://open.spotify.com/track/2Jnxa1FAjMERv4tleZCrK0,0.613,0.89,6,-2.164,0.0485,0.000707,0.0196,0.132,0.666,125.951
39,Story Of My Life (feat. Trippie Redd) - Heavy Edit,2rriGtzyIlyi6ZeHeg8iem,240608,https://open.spotify.com/track/2rriGtzyIlyi6ZeHeg8iem,0.537,0.884,0,-4.088,0.0428,0.0121,1.71e-06,0.113,0.397,97.024
40,I might,2XOf1wURc66u5OvG809rIO,127733,https://open.spotify.com/track/2XOf1wURc66u5OvG809rIO,0.727,0.657,8,-7.186,0.0456,0.0467,0.0,0.193,0.423,150.051
41,obvious (feat. Travis Barker),230lpiiOSSrkKBlthBeJfk,137413,https://open.spotify.com/track/230lpiiOSSrkKBlthBeJfk,0.629,0.726,6,-5.605,0.0396,0.00159,0.0,0.293,0.379,112.096
42,regret,5TcasgWQuhtJhXv2RiIIu0,181260,https://open.spotify.com/track/5TcasgWQuhtJhXv2RiIIu0,0.704,0.659,7,-5.47,0.103,0.14,0.0,0.113,0.398,159.985
43,Worlds Collide - Edison Cole Remix,3JqpIjrQfmW68YkpxXWPL4,192413,https://open.spotify.com/track/3JqpIjrQfmW68YkpxXWPL4,0.631,0.862,8,-4.114,0.0515,0.0149,6.23e-05,0.103,0.438,145.01
44,SANTA MONICA,2h3jBh2kDDRSDbwzJqelFx,165034,https://open.spotify.com/track/2h3jBh2kDDRSDbwzJqelFx,0.708,0.667,4,-5.854,0.0356,0.16,0.000683,0.183,0.616,145.976
45,CAROUSEL,7jahcsevTvePvdduUFVzpq,161400,https://open.spotify.com/track/7jahcsevTvePvdduUFVzpq,0.541,0.773,8,-5.671,0.0537,0.13,0.0,0.215,0.551,149.887
46,High,3t4KHjd8uQpJJ2fa0fRIpR,175163,https://open.spotify.com/track/3t4KHjd8uQpJJ2fa0fRIpR,0.601,0.787,0,-6.178,0.031,0.0492,0.0,0.142,0.525,134.981
47,CONVERSATIONS,32FMAbZAzs3D70UuvnN6y4,164174,https://open.spotify.com/track/32FMAbZAzs3D70UuvnN6y4,0.674,0.721,7,-6.489,0.0293,0.13,9.57e-05,0.0464,0.757,132.053
48,Circles,21jGcNKet2qwijlDFuPiPb,215280,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,0.695,0.762,0,-3.497,0.0395,0.192,0.00244,0.0863,0.553,120.042
49,Die For Me (feat. Future & Halsey),2C6WXnmZ66tHhHlnvwePiK,245266,https://open.spotify.com/track/2C6WXnmZ66tHhHlnvwePiK,0.614,0.66,0,-2.848,0.0441,0.19,0.0,0.211,0.452,145.01
50,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,1oFAF1hdPOickyHgbuRjyX,191013,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX,0.65,0.825,0,-4.645,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091
51,Counting Stars,6sy3LkhNFjJWlaeSMNwQ62,257839,https://open.spotify.com/track/6sy3LkhNFjJWlaeSMNwQ62,0.664,0.705,1,-4.972,0.0382,0.0654,0.0,0.115,0.477,122.017
52,Sign,3pUeCDzHNM0yHN0FoPEadN,233960,https://open.spotify.com/track/3pUeCDzHNM0yHN0FoPEadN,0.633,0.854,1,-3.506,0.044,0.0275,0.0,0.337,0.81,101.972
53,Kaikai Kitan,6y4GYuZszeXNOXuBFsJlos,221426,https://open.spotify.com/track/6y4GYuZszeXNOXuBFsJlos,0.584,0.911,5,-3.515,0.09,0.0119,0.0,0.119,0.606,92.502
54,楽園,6X9m9JRk2ypGusClUBraII,225333,https://open.spotify.com/track/6X9m9JRk2ypGusClUBraII,0.561,0.822,2,-5.078,0.0848,0.00469,2.71e-06,0.092,0.431,97.954
55,ブルーバード,2XpV9sHBexcNrz0Gyf3l18,215706,https://open.spotify.com/track/2XpV9sHBexcNrz0Gyf3l18,0.536,0.966,6,-2.929,0.0558,0.121,0.0,0.0477,0.849,152.076
56,真夜中のドア〜stay with me - Original Club Mix Mixed by D.O.I,7gT9tZRzb2YEBvDIGvBIvZ,346093,https://open.spotify.com/track/7gT9tZRzb2YEBvDIGvBIvZ,0.675,0.666,5,-9.612,0.0297,0.0543,7.55e-05,0.122,0.832,108.34
57,センチメートル,5hbg2YisSRgoGG85pl0g1F,227040,https://open.spotify.com/track/5hbg2YisSRgoGG85pl0g1F,0.563,0.924,2,-2.367,0.0351,0.0042,0.0,0.206,0.847,139.939
58,forget-me-not,3A4Najtnflk9RIdkM34Njs,266560,https://open.spotify.com/track/3A4Najtnflk9RIdkM34Njs,0.462,0.918,5,-3.865,0.0833,0.0044,1.13e-06,0.307,0.518,147.954
59,HERO,7C4pZa37R3hTIA4NWzbj9W,200413,https://open.spotify.com/track/7C4pZa37R3hTIA4NWzbj9W,0.555,0.789,7,-5.977,0.0475,0.000749,0.000184,0.0974,0.61,110.021
60,ハルカ,5D9MPWdY2hjSeTIGE5n5kv,243613,https://open.spotify.com/track/5D9MPWdY2hjSeTIGE5n5kv,0.712,0.817,1,-5.123,0.0279,0.0717,7.21e-06,0.146,0.679,100.016
61,三原色,2F9iSs6DypVQu26t5uaeFM,220253,https://open.spotify.com/track/2F9iSs6DypVQu26t5uaeFM,0.666,0.923,5,-2.362,0.0712,0.0836,0.0,0.315,0.861,128.014
62,Romance,0dSPApaBoWn6SA4GKWq9QK,166426,https://open.spotify.com/track/0dSPApaBoWn6SA4GKWq9QK,0.643,0.945,1,-2.095,0.0445,0.0889,0.0,0.271,0.853,130.001
63,ハルジオン,7HneEBTvTra2CRYsxgMOAi,198000,https://open.spotify.com/track/7HneEBTvTra2CRYsxgMOAi,0.686,0.902,0,-2.657,0.034,0.0591,0.0,0.333,0.901,130.02
64,もう少しだけ,2pXmohBUnD5Li93sgpbPSg,220200,https://open.spotify.com/track/2pXmohBUnD5Li93sgpbPSg,0.675,0.746,8,-5.531,0.0288,0.12,0.0,0.121,0.533,99.99
65,夜に駆ける,3dPtXHP0oXQ4HCWHsOA9js,261013,https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js,0.67,0.874,8,-5.221,0.0305,0.00231,1.72e-05,0.3,0.789,130.041
66,A Cruel Angel's Thesis (Director's Edit Version),3x4378ztiLvFmm2nuzEI0C,245093,https://open.spotify.com/track/3x4378ztiLvFmm2nuzEI0C,0.646,0.677,0,-9.477,0.0432,0.0337,2e-06,0.13,0.588,128.125
67,again,6jBNUlTbv3fyn5t4izsdMa,255213,https://open.spotify.com/track/6jBNUlTbv3fyn5t4izsdMa,0.62,0.836,4,-4.27,0.0354,0.0427,0.0,0.337,0.546,140.073
68,Koino Uta,15St0qWPnH4xKflV39vk28,209898,https://open.spotify.com/track/15St0qWPnH4xKflV39vk28,0.633,0.839,0,-6.302,0.0488,0.0281,0.00124,0.0823,0.371,160.018
69,地球儀,6NffEVuGbmTvIpfSS93aMU,232786,https://open.spotify.com/track/6NffEVuGbmTvIpfSS93aMU,0.678,0.837,1,-5.367,0.0425,0.0129,4.2e-05,0.0711,0.916,100.058
70,花占い,4X34YVOtNvldHeEt6aLYDW,207555,https://open.spotify.com/track/4X34YVOtNvldHeEt6aLYDW,0.662,0.789,7,-7.634,0.0305,0.0141,0.0,0.317,0.881,135.01
71,泣き地蔵,2WHVKDG5Lj92IUijUno1ON,149500,https://open.spotify.com/track/2WHVKDG5Lj92IUijUno1ON,0.638,0.861,7,-9.106,0.0497,0.000458,3.24e-05,0.196,0.747,119.99
72,怪獣の花唄,5vsHrZWigs6aoWKjFZx3AL,224806,https://open.spotify.com/track/5vsHrZWigs6aoWKjFZx3AL,0.425,0.939,2,-3.498,0.054,0.00361,0.0,0.331,0.638,150.015
73,灯火,0YdCBegk4nNMCOeuiY5L0k,178892,https://open.spotify.com/track/0YdCBegk4nNMCOeuiY5L0k,0.627,0.67,4,-6.619,0.0368,0.0418,0.00213,0.0818,0.537,110.004
74,Raison Detre,7dOGSR13vk5532IuIgKO4T,222245,https://open.spotify.com/track/7dOGSR13vk5532IuIgKO4T,0.54,0.802,2,-4.085,0.0473,0.000103,7.43e-06,0.179,0.553,152.018
75,サイサキ,5yMHjWC8xY3MvHl090qABC,217680,https://open.spotify.com/track/5yMHjWC8xY3MvHl090qABC,0.687,0.956,1,-2.81,0.057,0.00216,1.36e-05,0.335,0.855,104.978
76,Dramaturgy,72uSoNIf7eScfGZFQjNHrR,238181,https://open.spotify.com/track/72uSoNIf7eScfGZFQjNHrR,0.592,0.9,3,-1.73,0.0741,0.0192,0.0,0.172,0.706,149.018
77,Bubble (feat. Uta),13EtMetztrji5zrka6Uzd3,226874,https://open.spotify.com/track/13EtMetztrji5zrka6Uzd3,0.541,0.803,5,-4.725,0.033,0.0134,0.0,0.101,0.442,146.0
78,Inochi No Tabekata,0maSUktGFelOHPjTP8c1Kd,224218,https://open.spotify.com/track/0maSUktGFelOHPjTP8c1Kd,0.541,0.823,6,-4.734,0.055,0.0073,1.82e-05,0.251,0.553,143.037
79,Kokoroyohou,1pjXUZFaDSgf9wV1X76aXw,199995,https://open.spotify.com/track/1pjXUZFaDSgf9wV1X76aXw,0.718,0.831,3,-3.213,0.0758,0.116,0.0,0.305,0.761,142.942
80,the idea,6VN3dKYTClhY5eYQEnBehr,203972,https://open.spotify.com/track/6VN3dKYTClhY5eYQEnBehr,0.634,0.818,7,-3.576,0.0274,0.000823,0.0,0.166,0.485,109.03
81,Inside Out,2mzrBSA0RI0VOWwZxzHGnv,182000,https://open.spotify.com/track/2mzrBSA0RI0VOWwZxzHGnv,0.615,0.701,1,-4.223,0.0339,0.00422,8.16e-05,0.0635,0.525,91.987
82,Toxicity,5jnJsaFikGCKyuqNP9gcwI,126967,https://open.spotify.com/track/5jnJsaFikGCKyuqNP9gcwI,0.694,0.702,2,-6.342,0.0396,0.0504,0.0,0.154,0.645,154.913
83,Good Boy Gone Bad,1HsSIPLTQT354yJcQGfEY3,191038,https://open.spotify.com/track/1HsSIPLTQT354yJcQGfEY3,0.475,0.695,1,-5.919,0.102,0.0159,0.0,0.125,0.552,100.009
84,Flaws And Sins,0flSGzqHO12p9fU9kqaHGE,218348,https://open.spotify.com/track/0flSGzqHO12p9fU9kqaHGE,0.709,0.662,8,-4.55,0.0767,0.00966,0.0,0.108,0.439,150.047
85,Less Than Zero,2D4dV2KXDTszzJ3p3cFqhA,211814,https://open.spotify.com/track/2D4dV2KXDTszzJ3p3cFqhA,0.535,0.791,0,-5.55,0.0327,0.00096,0.000155,0.0788,0.5,142.981
86,Easy Lover (feat. Big Sean),3nwd2gUT7l10HDUAOKXrhs,215937,https://open.spotify.com/track/3nwd2gUT7l10HDUAOKXrhs,0.675,0.817,5,-3.789,0.0497,0.00711,0.0,0.0839,0.446,105.964
87,dead inside,2Oo397nWzelAKMQBBIL8YI,182792,https://open.spotify.com/track/2Oo397nWzelAKMQBBIL8YI,0.558,0.925,8,-3.428,0.0423,0.00263,0.0,0.188,0.829,148.042
88,Story Of My Life (feat. Trippie Redd) - Heavy Edit,7vBwenmGPD2h0DSbljoZym,240608,https://open.spotify.com/track/7vBwenmGPD2h0DSbljoZym,0.537,0.884,0,-4.088,0.0428,0.0121,1.71e-06,0.113,0.397,97.024
89,OLIVIA,2s14ypvd880AiEfZssEjaY,143587,https://open.spotify.com/track/2s14ypvd880AiEfZssEjaY,0.55,0.88,8,-4.659,0.0368,0.119,0.0,0.109,0.462,160.509
90,serotonin highs (feat. Allen Haley),20GbyJrUmAAZIt2x180YUF,154787,https://open.spotify.com/track/20GbyJrUmAAZIt2x180YUF,0.724,0.855,1,-3.001,0.0393,0.00705,0.0,0.095,0.476,94.006
91,i think too much,6wFqLYmiXyGvprbWa4ogm8,202779,https://open.spotify.com/track/6wFqLYmiXyGvprbWa4ogm8,0.675,0.695,7,-7.859,0.0753,0.00383,2.95e-05,0.0637,0.662,92.025
92,Maniac,20ZUe6IViJpDMMvJlugC9i,137600,https://open.spotify.com/track/20ZUe6IViJpDMMvJlugC9i,0.531,0.893,1,-4.736,0.0426,0.000208,0.0,0.325,0.809,150.027
